,created_at,id,id_str,text,display_text_range,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,entities,extended_entities,favorited,retweeted,possibly_sensitive,filter_level,lang,timestamp_ms,retweeted_status,extended_tweet,quoted_status_id,quoted_status_id_str,quoted_status,quoted_status_permalink,delete
9583,2019-05-23 04:35:21+00:00,1.1314183153254154e+18,1.1314183153254154e+18,@miguelcampbell We regret to hear this. Can you share the Property Irregularity Report (PIR) number via Direct Message so we can assist you?,"[16, 140]","<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>",0.0,1.1314171637541028e+18,1.1314171637541028e+18,32855442.0,32855442.0,miguelcampbell,"{'id': 56377143, 'id_str': '56377143', 'name': 'Royal Dutch Airlines', 'screen_name': 'KLM', 'location': 'Amsterdam, the Netherlands', 'url': 'http://www.klm.com', 'description': ""Official global account of KLM. While we keep you updated, we're at your service in 10 languages. Share personal details only in direct messages!"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 2336169, 'friends_count': 65145, 'listed_count': 6763, 'favourites_count': 641, 'statuses_count': 1037654, 'created_at': 'Mon Jul 13 13:52:38 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '00A3DE', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2DEEA', 'profile_text_color': '003145', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/603848039862796289/xivNn5bW_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/603848039862796289/xivNn5bW_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/56377143/1513267634', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0.0,0.0,0.0,0.0,0.0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'miguelcampbell', 'name': 'Miguel Campbell', 'id': 32855442, 'id_str': '32855442', 'indices': [0, 15]}], 'symbols': []}",,0.0,0.0,,low,en,2019-05-23 04:35:21.766,,,,,,,
9944,2019-05-23 05:43:10+00:00,1.1314353818602947e+18,1.1314353818602947e+18,"@Anke_Vos Goed te horen Anke, dat je je vlucht nog kon wijzigen. Als je inderdaad op tijd bent, dan is dat nog moge… https://t.co/AFOH8KQgRh","[10, 140]","<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>",1.0,1.131433883243864e+18,1.131433883243864e+18,475174110.0,475174110.0,Anke_Vos,"{'id': 56377143, 'id_str': '56377143', 'name': 'Royal Dutch Airlines', 'screen_name': 'KLM', 'location': 'Amsterdam, the Netherlands', 'url': 'http://www.klm.com', 'description': ""Official global account of KLM. While we keep you updated, we're at your service in 10 languages. Share personal details only in direct messages!"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 2336169, 'friends_count': 65145, 'listed_count': 6763, 'favourites_count': 641, 'statuses_count': 1037666, 'created_at': 'Mon Jul 13 13:52:38 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '00A3DE', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2DEEA', 'profile_text_color': '003145', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/603848039862796289/xivNn5bW_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/603848039862796289/xivNn5bW_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/56377143/1513267634', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0.0,0.0,0.0,0.0,0.0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/AFOH8KQgRh', 'expanded_url': 'https://twitter.com/i/web/status/1131435381860294656', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [{'screen_name': 'Anke_Vos', 'name': 'Anke', 'id': 475174110, 'id_str': '475174110', 'indices': [0, 9]}], 'symbols': []}",,0.0,0.0,,low,nl,2019-05-23 05:43:10.745,,"{'full_text': '@Anke_Vos Goed te horen Anke, dat je je vlucht nog kon wijzigen. Als je inderdaad op tijd bent, dan is dat nog mogelijk. Goede vlucht alvast gewenst! ✈️', 'display_text_range': [10, 152], 'entities': {'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'Anke_Vos', 'name': 'Anke', 'id': 475174110, 'id_str': '475174110', 'indices': [0, 9]}], 'symbols': []}}",,,,,
9993,2019-05-23 05:50:21+00:00,1.1314371899618017e+18,1.1314371899618017e+18,"@Anke_Vos Ah, kijk, dat kwam dus goed uit. Mooi zo! En nog veel plezier in jullie nieuwe woning!","[10, 96]","<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>",0.0,1.1314359630356562e+18,1.1314359630356562e+18,475174110.0,475174110.0,Anke_Vos,"{'id': 56377143, 'id_str': '56377143', 'name': 'Royal Dutch Airlines', 'screen_name': 'KLM', 'location': 'Amsterdam, the Netherlands', 'url': 'http://www.klm.com', 'description': ""Official global account of KLM. While we keep you updated, we're at your service in 10 languages. Share personal details only in direct messages!"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 2336168, 'friends_count': 65145, 'listed_count': 6763, 'favourites_count': 641, 'statuses_count': 1037667, 'created_at': 'Mon Jul 13 13:52:38 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '00A3DE', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2DEEA', 'profile_text_color': '003145', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/603848039862796289/xivNn5bW_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/603848039862796289/xivNn5bW_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/56377143/1513267634', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0.0,0.0,0.0,0.0,0.0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'Anke_Vos', 'name': 'Anke', 'id': 475174110, 'id_str': '475174110', 'indices': [0, 9]}], 'symbols': []}",,0.0,0.0,,low,nl,2019-05-23 05:50:21.830,,,,,,,
10076,2019-05-23 06:02:58+00:00,1.1314403623572357e+18,1.1314403623572357e+18,@S3cretSquirrel We appreciate you bringing this to our attention. We will be sure to relay your message to the rele… https://t.co/LxdxbVmoI1,"[16, 140]","<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>",1.0,1.1314351610762895e+18,1.1314351610762895e+18,431903810.0,431903810.0,S3cretSquirrel,"{'id': 56377143, 'id_str': '56377143', 'name': 'Royal Dutch Airlines', 'screen_name': 'KLM', 'location': 'Amsterdam, the Netherlands', 'url': 'http://www.klm.com', 'description': ""Official global account of KLM. While we keep you updated, we're at your service in 10 languages. Share personal details only in direct messages!"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 2336168, 'friends_count': 65145, 'listed_count': 6763, 'favourites_count': 641, 'statuses_count': 1037668, 'created_at': 'Mon Jul 13 13:52:38 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '00A3DE', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2DEEA', 'profile_text_color': '003145', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/603848039862796289/xivNn5bW_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/603848039862796289/xivNn5bW_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/56377143/1513267634', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0.0,0.0,0.0,0.0,0.0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/LxdxbVmoI1', 'expanded_url': 'https://twitter.com/i/web/status/1131440362357235712', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [{'screen_name': 'S3cretSquirrel', 'name': 'Alex Bramsen', 'id': 431903810, 'id_str': '431903810', 'indices': [0, 15]}], 'symbols': []}",,0.0,0.0,,low,en,2019-05-23 06:02:58.188,,"{'full_text': '@S3cretSquirrel We appreciate you bringing this to our attention. We will be sure to relay your message to the relevant department. Thank you.', 'display_text_range': [16, 142], 'entities': {'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'S3cretSquirrel', 'name': 'Alex Bramsen', 'id': 431903810, 'id_str': '431903810', 'indices': [0, 15]}], 'symbols': []}}",,,,,
10404,2019-05-23 06:36:59+00:00,1.1314489248610304e+18,1.1314489248610304e+18,@mbraley_31 We are sorry to read that you lost your Journal on board. We would like to advise you to contact the Lo… https://t.co/B0C6esy68U,"[12, 140]","<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>",1.0,1.1314479073648108e+18,1.1314479073648108e+18,2765251263.0,2765251263.0,mbraley_31,"{'id': 56377143, 'id_str': '56377143', 'name': 'Royal Dutch Airlines', 'screen_name': 'KLM', 'location': 'Amsterdam, the Netherlands', 'url': 'http://www.klm.com', 'description': ""Official global account of KLM. While we keep you updated, we're at your service in 10 languages. Share personal details only in direct messages!"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 2336170, 'friends_count': 65145, 'listed_count': 6763, 'favourites_count': 641, 'statuses_count': 1037669, 'created_at': 'Mon Jul 13 13:52:38 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '00A3DE', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2DEEA', 'profile_text_color': '003145', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/603848039862796289/xivNn5bW_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/603848039862796289/xivNn5bW_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/56377143/1513267634', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0.0,0.0,0.0,0.0,0.0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/B0C6esy68U', 'expanded_url': 'https://twitter.com/i/web/status/1131448924861030400', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [{'screen_name': 'mbraley_31', 'name': 'Brooke Raley', 'id': 2765251263, 'id_str': '2765251263', 'indices': [0, 11]}], 'symbols': []}",,0.0,0.0,,low,en,2019-05-23 06:36:59.648,,"{'full_text': '@mbraley_31 We are sorry to read that you lost your Journal on board. We would like to advise you to contact the Lost &amp; Found department of the airport of arrival. We hope that it has been found!', 'display_text_range': [12, 199], 'entities': {'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'mbraley_31', 'name': 'Brooke Raley', 'id': 2765251263, 'id_str': '2765251263', 'indices': [0, 11]}], 'symbols': []}}",,,,,
10425,2019-05-23 06:38:54+00:00,1.1314494070172918e+18,1.1314494070172918e+18,@gskirkrn We are sorry to read that your daughter left her journal on board. We would like to advise you to contact… https://t.co/cbJ7AjU8Uq,"[10, 140]","<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>",1.0,1.1314483153573478e+18,1.1314483153573478e+18,84214421.0,84214421.0,gskirkrn,"{'id': 56377143, 'id_str': '56377143', 'name': 'Royal Dutch Airlines', 'screen_name': 'KLM', 'location': 'Amsterdam, the Netherlands', 'url': 'http://www.klm.com', 'description': ""Official global account of KLM. While we keep you updated, we're at your service in 10 languages. Share personal details only in direct messages!"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 2336170, 'friends_count': 65145, 'listed_count': 6763, 'favourites_count': 641, 'statuses_count': 1037670, 'created_at': 'Mon Jul 13 13:52:38 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '00A3DE', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2DEEA', 'profile_text_color': '003145', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/603848039862796289/xivNn5bW_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/603848039862796289/xivNn5bW_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/56377143/1513267634', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0.0,0.0,0.0,0.0,0.0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/cbJ7AjU8Uq', 'expanded_url': 'https://twitter.com/i/web/status/1131449407017291776', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [{'screen_name': 'gskirkrn', 'name': 'gwen raley', 'id': 84214421, 'id_str': '84214421', 'indices': [0, 9]}], 'symbols': []}",,0.0,0.0,,low,en,2019-05-23 06:38:54.603,,"{'full_text': '@gskirkrn We are sorry to read that your daughter left her journal on board. We would like to advise you to contact the Lost &amp; Found department of the airport of arrival. We hope that it has been found!', 'display_text_range': [10, 206], 'entities': {'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'gskirkrn', 'name': 'gwen raley', 'id': 84214421, 'id_str': '84214421', 'indices': [0, 9]}], 'symbols': []}}",,,,,
10491,2019-05-23 06:45:28+00:00,1.1314510605502833e+18,1.1314510605502833e+18,@gskirkrn Hello Gwen! We have highly advise against sharing your any personal information via public post.  For ite… https://t.co/i00NvpnOIJ,"[10, 140]","<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>",1.0,1.1314496255782789e+18,1.1314496255782789e+18,84214421.0,84214421.0,gskirkrn,"{'id': 56377143, 'id_str': '56377143', 'name': 'Royal Dutch Airlines', 'screen_name': 'KLM', 'location': 'Amsterdam, the Netherlands', 'url': 'http://www.klm.com', 'description': ""Official global account of KLM. While we keep you updated, we're at your service in 10 languages. Share personal details only in direct messages!"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 2336171, 'friends_count': 65145, 'listed_count': 6763, 'favourites_count': 641, 'statuses_count': 1037671, 'created_at': 'Mon Jul 13 13:52:38 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '00A3DE', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2DEEA', 'profile_text_color': '003145', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/603848039862796289/xivNn5bW_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/603848039862796289/xivNn5bW_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/56377143/1513267634', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0.0,0.0,0.0,0.0,0.0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/i00NvpnOIJ', 'expanded_url': 'https://twitter.com/i/web/status/1131451060550283266', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [{'screen_name': 'gskirkrn', 'name': 'gwen raley', 'id': 84214421, 'id_str': '84214421', 'indices': [0, 9]}], 'symbols': []}",,0.0,0.0,,low,en,2019-05-23 06:45:28.836,,"{'full_text': '@gskirkrn Hello Gwen! We have highly advise against sharing your any personal information via public post.  For items lost on an Amsterdam-bound, KLM flight, please send a Direct Message with your name as stated on ticket, flight number, flight date, booking code, seat number, &gt;&gt;&gt;', 'display_text_range': [10, 290], 'entities': {'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'gskirkrn', 'name': 'gwen raley', 'id': 84214421, 'id_str': '84214421', 'indices': [0, 9]}], 'symbols': []}}",,,,,
10503,2019-05-23 06:46:42+00:00,1.1314513676572672e+18,1.1314513676572672e+18,"@gskirkrn &lt;&lt;&lt; , email address, phone number and description of the item. Otherwise, please contact the airport of a… https://t.co/rccNYUjeb2","[10, 140]","<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>",1.0,1.1314496255782789e+18,1.1314496255782789e+18,84214421.0,84214421.0,gskirkrn,"{'id': 56377143, 'id_str': '56377143', 'name': 'Royal Dutch Airlines', 'screen_name': 'KLM', 'location': 'Amsterdam, the Netherlands', 'url': 'http://www.klm.com', 'description': ""Official global account of KLM. While we keep you updated, we're at your service in 10 languages. Share personal details only in direct messages!"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 2336170, 'friends_count': 65145, 'listed_count': 6763, 'favourites_count': 641, 'statuses_count': 1037672, 'created_at': 'Mon Jul 13 13:52:38 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '00A3DE', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2DEEA', 'profile_text_color': '003145', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/603848039862796289/xivNn5bW_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/603848039862796289/xivNn5bW_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/56377143/1513267634', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0.0,0.0,0.0,0.0,0.0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/rccNYUjeb2', 'expanded_url': 'https://twitter.com/i/web/status/1131451367657267200', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [126, 149]}], 'user_mentions': [{'screen_name': 'gskirkrn', 'name': 'gwen raley', 'id': 84214421, 'id_str': '84214421', 'indices': [0, 9]}], 'symbols': []}",,0.0,0.0,,low,en,2019-05-23 06:46:42.056,,"{'full_text': '@gskirkrn &lt;&lt;&lt; , email address, phone number and description of the item. Otherwise, please contact the airport of arrival.  Furthermore, please delete your tweet containing any personal information and continue the conversation via DM so we can assist you accordingly.', 'display_text_range': [10, 277], 'entities': {'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'gskirkrn', 'name': 'gwen raley', 'id': 84214421, 'id_str': '84214421', 'indices': [0, 9]}], 'symbols': []}}",,,,,
10557,2019-05-23 06:52:43+00:00,1.131452882539221e+18,1.131452882539221e+18,@ingrid_wien Thank you for letting us know that you have been in contact with our colleagues. We are confident that… https://t.co/mbHjhQe63W,"[13, 140]","<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>",1.0,1.1314502230820372e+18,1.1314502230820372e+18,62505151.0,62505151.0,ingrid_wien,"{'id': 56377143, 'id_str': '56377143', 'name': 'Royal Dutch Airlines', 'screen_name': 'KLM', 'location': 'Amsterdam, the Netherlands', 'url': 'http://www.klm.com', 'description': ""Official global account of KLM. While we keep you updated, we're at your service in 10 languages. Share personal details only in direct messages!"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 2336170, 'friends_count': 65145, 'listed_count': 6764, 'favourites_count': 641, 'statuses_count': 1037673, 'created_at': 'Mon Jul 13 13:52:38 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '00A3DE', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2DEEA', 'profile_text_color': '003145', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/603848039862796289/xivNn5bW_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/603848039862796289/xivNn5bW_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/56377143/1513267634', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0.0,0.0,0.0,0.0,0.0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/mbHjhQe63W', 'expanded_url': 'https://twitter.com/i/web/status/1131452882539220992', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [{'screen_name': 'ingrid_wien', 'name': 'ingrid_wien', 'id': 62505151, 'id_str': '62505151', 'indices': [0, 12]}], 'symbols': []}",,0.0,0.0,,low,en,2019-05-23 06:52:43.232,,"{'full_text': '@ingrid_wien Thank you for letting us know that you have been in contact with our colleagues. We are confident that they have assisted you throughout. Furthermore, we truly appreciate your feedback. We will be sure to relay your message to the relevant department. Thank you.', 'display_text_range': [13, 275], 'entities': {'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'ingrid_wien', 'name': 'ingrid_wien', 'id': 62505151, 'id_str': '62505151', 'indices': [0, 12]}], 'symbols': []}}",,,,,
10605,2019-05-23 06:58:09+00:00,1.131454250234581e+18,1.131454250234581e+18,"@caizhou6 Bonjour.  Un bassinet peut être demandé pour un bébé de 1 an maximum, et qui ne mesure pas plus de 65 cm… https://t.co/HlSueglI34","[10, 140]","<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>",1.0,1.1314502351029248e+18,1.1314502351029248e+18,1.13043609126434e+18,1.13043609126434e+18,caizhou6,"{'id': 56377143, 'id_str': '56377143', 'name': 'Royal Dutch Airlines', 'screen_name': 'KLM', 'location': 'Amsterdam, the Netherlands', 'url': 'http://www.klm.com', 'description': ""Official global account of KLM. While we keep you updated, we're at your service in 10 languages. Share personal details only in direct messages!"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 2336171, 'friends_count': 65145, 'listed_count': 6764, 'favourites_count': 641, 'statuses_count': 1037674, 'created_at': 'Mon Jul 13 13:52:38 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '00A3DE', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2DEEA', 'profile_text_color': '003145', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/603848039862796289/xivNn5bW_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/603848039862796289/xivNn5bW_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/56377143/1513267634', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0.0,0.0,0.0,0.0,0.0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/HlSueglI34', 'expanded_url': 'https://twitter.com/i/web/status/1131454250234580992', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}], 'user_mentions': [{'screen_name': 'caizhou6', 'name': 'cai zhou', 'id': 1130436091264339968, 'id_str': '1130436091264339968', 'indices': [0, 9]}], 'symbols': []}",,0.0,0.0,0.0,low,fr,2019-05-23 06:58:09.316,,"{'full_text': '@caizhou6 Bonjour.  Un bassinet peut être demandé pour un bébé de 1 an maximum, et qui ne mesure pas plus de 65 cm et ne pèse pas plus de 10 kg le jour du voyage.  Vous pouvez en faire la demande via Mon Voyage (https://t.co/t8yCQWFQo4), puis détails de voyage &gt; des services spéciaux.', 'display_text_range': [10, 288], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/t8yCQWFQo4', 'expanded_url': 'http://klmf.ly/1FD4D43', 'display_url': 'klmf.ly/1FD4D43', 'indices': [212, 235]}], 'user_mentions': [{'screen_name': 'caizhou6', 'name': 'cai zhou', 'id': 1130436091264339968, 'id_str': '1130436091264339968', 'indices': [0, 9]}], 'symbols': []}}",,,,,
